Марка;Описание;Цена;Город;Ссылка;Тип топлива
Mercedes-Benz G-Class 2020;STT 400d AT (340 л.с.) 4Matic;200 000 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1836853.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;61 009 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1834114.html;Дизтопливо
Mercedes-Benz GLS-Class 2020;Individual 400d AT (330 л.с.) 4Matic;113 555 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1818064.html;Дизтопливо
Mercedes-Benz C-Class 2018;base Mercedes-AMG C63 AT (476 л.с.);70 300 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1834136.html;Бензин
Mercedes-Benz G-Class 2019;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;245 889 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1832227.html;Бензин
Mercedes-Benz GLA-Class 2019;GLA 200 AT (156 л.с.);38 424 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1833204.html;Бензин
Mercedes-Benz G-Class 2020;Individual 400d AT (330 л.с.) 4Matic;196 603 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1832567.html;Дизтопливо
Mercedes-Benz GLS-Class 2020;Individual 580 AT (489 л.с.) 4Matic;151 408 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1838347.html;Бензин
Mercedes-Benz GLE-Class 2019;450 AT (367 л.с.) 4Matic;84 897 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1832772.html;Бензин
Mercedes-Benz GLE-Class 2020;300d AT (245 л.с.) 4Matic;68 001 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1838560.html;Дизтопливо
Mercedes-Benz GLS-Class 2019;base 350d AT (286 л.с.) 4Matic;108 495 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1833389.html;Дизтопливо
Mercedes-Benz C-Class 2019;base Mercedes-AMG C63 AT (476 л.с.);75 716 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1834149.html;Бензин
Mercedes-Benz GLS-Class 2020;base 350d AT (286 л.с.) 4Matic;96 406 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1836841.html;Дизтопливо
Mercedes-Benz G-Class 2020;STT 400d AT (340 л.с.) 4Matic;199 999 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1819162.html;Дизтопливо
Mercedes-Benz GLS-Class 2020;base 400d AT (330 л.с.) 4Matic;107 237 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1815966.html;Дизтопливо
Mercedes-Benz EQC 2020;base 400 AT (408 л.с.) 80 kWh 4Matic;108 320 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-eqc-1822110.html;Электричество
Mercedes-Benz G-Class 2020;500 AT (422 л.с.) 4Matic;194 977 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1816946.html;Бензин
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;63 043 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1817280.html;Дизтопливо
Mercedes-Benz GLC-Class 2020;base Mercedes-AMG 63S AT (510 л.с.) 4Matic+;102 905 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1836155.html;Бензин
Mercedes-Benz EQC 2020;base 400 AT (408 л.с.) 80 kWh 4Matic;100 196 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-eqc-1838634.html;Электричество
Mercedes-Benz EQC 2020;base 400 AT (408 л.с.) 80 kWh 4Matic;108 320 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-eqc-1814423.html;Электричество
Mercedes-Benz GLC-Class 2020;base 220d AT (194 л.с.) 4Matic;58 231 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1838203.html;Дизтопливо
Mercedes-Benz GLS-Class 2020;base 580 AT (489 л.с.) 4Matic;157 064 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1833102.html;Бензин
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;61 979 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1818314.html;Дизтопливо
Mercedes-Benz G-Class 2020;500 AT (422 л.с.) 4Matic;178 730 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1836160.html;Бензин
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;249 137 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1819481.html;Бензин
Mercedes-Benz GLE-Class 2019;350d AT (272 л.с.) 4Matic;125 000 $;Жмеринка;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1820052.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;Coupe 400d AT (330 л.с.) 4Matic;97 489 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836516.html;Дизтопливо
Mercedes-Benz G-Class 2020;Individual Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;243 722 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1738633.html;Бензин
Mercedes-Benz G-Class 2020;700 Brabus G-Ttonic (700 л.с.) 4Matic;373 707 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1837571.html;Бензин
Mercedes-Benz G-Class 2020;Individual 700 Brabus G-Ttonic (700 л.с.) 4Matic;326 046 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1832933.html;Бензин
Mercedes-Benz GLE-Class 2019;350d AT (272 л.с.) 4Matic;75 013 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1833356.html;Дизтопливо
Mercedes-Benz GLS-Class 2019;base 400d AT (330 л.с.) 4Matic;104 118 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1833297.html;Дизтопливо
Mercedes-Benz Vito пасс. 2020;Individual Tourer 116 CDI AT (163 л.с.) 4Matic Base Long;66 565 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-vito-pass-1835406.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;65 071 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1833630.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;Coupe 400d AT (330 л.с.) 4Matic;91 000 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1833954.html;Дизтопливо
Mercedes-Benz Maybach 2020;GLS 600 AT (558 л.с.) 4Matic;324 962 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-maybach-1837979.html;Бензин
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;259 969 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1826094.html;Бензин
Mercedes-Benz V-Class 2020;Individual 300d AT (240 л.с.) 4Matic;100 994 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1836613.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;61 979 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1817120.html;Дизтопливо
Mercedes-Benz C-Class 2019;base Mercedes-AMG C63 AT (476 л.с.);75 716 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1833193.html;Бензин
Mercedes-Benz GLE-Class 2020;Individual 350d AT (272 л.с.) 4Matic;84 074 $;Днепр (Днепропетровск);https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836264.html;Дизтопливо
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;238 305 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1765150.html;Бензин
Mercedes-Benz S-Class 2020;Mercedes-AMG S65 G=Tronic (630 л.с.) Long;357 453 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1838563.html;Бензин
Mercedes-Benz EQC 2020;base 400 AT (408 л.с.) 80 kWh 4Matic;105 068 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-eqc-1833674.html;Электричество
Mercedes-Benz E-Class 2019;New E 220d (194 л.с.) 4Matic;57 150 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1817277.html;Дизтопливо
Mercedes-Benz EQC 2020;base 400 AT (408 л.с.) 80 kWh 4Matic;103 988 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-eqc-1821598.html;Электричество
Mercedes-Benz GLS-Class 2019;base 400d AT (330 л.с.) 4Matic;106 155 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1817282.html;Дизтопливо
Mercedes-Benz GLS-Class 2020;Individual 350d AT (286 л.с.) 4Matic;94 000 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1821362.html;Дизтопливо
Mercedes-Benz Maybach 2020;S 650 AT (630 л.с.);276 820 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-maybach-1833601.html;Бензин
Mercedes-Benz V-Class 2020;Individual 300d AT (240 л.с.) 4Matic;108 321 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1836472.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;Individual 300d AT (245 л.с.) 4Matic;73 918 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835415.html;Дизтопливо
Mercedes-Benz G-Class 2020;Individual Brabus G800 G-Ttonic (800 л.с.) 4Matic;345 544 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1837989.html;Бензин
Mercedes-Benz GLS-Class 2020;Individual 400d AT (330 л.с.) 4Matic;102 905 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1816951.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;Coupe 350d AT (272 л.с.) 4Matic;92 072 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1833506.html;Дизтопливо
Mercedes-Benz GLC-Class 2019;base Mercedes-AMG 63S AT (510 л.с.) 4Matic+;117 934 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1833933.html;Бензин
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;63 897 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1833208.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;Individual 400d AT (330 л.с.) 4Matic;80 954 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1838038.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;68 200 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1819603.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;300d AT (245 л.с.) 4Matic;79 999 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1832330.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;350d AT (272 л.с.) 4Matic;86 656 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1838497.html;Дизтопливо
Mercedes-Benz Maybach 2020;S 650 AT (630 л.с.);292 466 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-maybach-1833706.html;Бензин
Mercedes-Benz GLS-Class 2020;base 580 AT (489 л.с.) 4Matic;157 064 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1833106.html;Бензин
Mercedes-Benz GLE-Class 2020;Individual 350d AT (272 л.с.) 4Matic;86 655 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1838665.html;Дизтопливо
Mercedes-Benz GLS-Class 2020;base 400d AT (330 л.с.) 4Matic;114 999 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1835373.html;Дизтопливо
Mercedes-Benz G-Class 2020;400d AT (330 л.с.) 4Matic;199 999 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1833712.html;Дизтопливо
Mercedes-Benz G-Class 2020;AMG 63 G-Ttonic (575 л.с.) 4Matic;236 140 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1816972.html;Бензин
Mercedes-Benz GLE-Class 2019;450 AT (367 л.с.) 4Matic;81 836 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1817281.html;Бензин
Mercedes-Benz GLS-Class 2019;base 400d AT (330 л.с.) 4Matic;102 363 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1820481.html;Дизтопливо
Mercedes-Benz GLA-Class 2019;GLA 180 AT (122 л.с.);36 374 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1817275.html;Бензин
Mercedes-Benz G-Class 2019;500 AT (422 л.с.) 4Matic;148 941 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1817283.html;Бензин
Mercedes-Benz EQC 2020;base 400 AT (408 л.с.) 80 kWh 4Matic;107 237 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-eqc-1821262.html;Электричество
Mercedes-Benz GLE-Class 2019;400d AT (330 л.с.) 4Matic;81 891 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1817279.html;Дизтопливо
Mercedes-Benz C-Class 2019;base C 200 AT (184 л.с.) 4Matic;48 181 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1817339.html;Бензин
Mercedes-Benz GLC-Class 2019;base 200d AT (163 л.с.);56 869 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1818797.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;68 134 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1812260.html;Дизтопливо
Mercedes-Benz GLS-Class 2019;base 350d AT (286 л.с.) 4Matic;91 856 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1822183.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;Coupe AMG 53 AT (435 л.с.) 4Matic+;101 821 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1832845.html;Бензин/Электричество
Mercedes-Benz GLE-Class 2019;Individual 350d AT (272 л.с.) 4Matic;78 966 $;Днепр (Днепропетровск);https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1821832.html;Дизтопливо
Mercedes-Benz GLC-Class 2019;base 220d AT (194 л.с.) 4Matic;54 962 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1816565.html;Дизтопливо
Mercedes-Benz GLS-Class 2020;base 580 AT (489 л.с.) 4Matic;148 888 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1838369.html;Бензин
Mercedes-Benz G-Class 2020;STT 400d AT (340 л.с.) 4Matic;197 000 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1836215.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;72 803 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1813590.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;Individual 300d AT (245 л.с.) 4Matic;79 183 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1804160.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;450 AT (367 л.с.) 4Matic;83 801 $;Днепр (Днепропетровск);https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1832631.html;Бензин
Mercedes-Benz GLS-Class 2020;base 400d AT (330 л.с.) 4Matic;129 686 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1834159.html;Дизтопливо
Mercedes-Benz E-Class 2020;New Mercedes-AMG E 63S (612 л.с.) 4Matic;125 555 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1836213.html;Бензин
Mercedes-Benz E-Class 2019;Individual New E 220d (194 л.с.) 4Matic;59 757 $;Днепр (Днепропетровск);https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1832122.html;Дизтопливо
Mercedes-Benz E-Class 2019;Individual New Mercedes-AMG E 63S (612 л.с.) 4Matic;121 319 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1820806.html;Бензин
Mercedes-Benz EQC 2020;base 400 AT (408 л.с.) 80 kWh 4Matic;108 320 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-eqc-1835674.html;Электричество
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;259 969 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1833151.html;Бензин
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;265 385 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1833156.html;Бензин
Mercedes-Benz G-Class 2020;400d AT (340 л.с.) 4Matic;200 393 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835770.html;Дизтопливо
Mercedes-Benz G-Class 2020;350d AT (286 л.с.) 4Matic;181 873 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835991.html;Дизтопливо
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;245 889 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1838256.html;Бензин
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;249 137 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835664.html;Бензин
Mercedes-Benz G-Class 2020;400d AT (330 л.с.) 4Matic;200 393 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1832961.html;Дизтопливо
Mercedes-Benz G-Class 2020;350d AT (286 л.с.) 4Matic;178 729 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835987.html;Дизтопливо
Mercedes-Benz GLC-Class 2019;base 220d AT (194 л.с.) 4Matic;57 348 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1818369.html;Дизтопливо
Mercedes-Benz GLA-Class 2019;Individual GLA 200 AT (156 л.с.);38 021 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1815265.html;Бензин
Mercedes-Benz V-Class 2020;Individual 300d AT (240 л.с.) 4Matic;98 680 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1836046.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;400d AT (330 л.с.) 4Matic;93 719 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1832812.html;Дизтопливо
Mercedes-Benz G-Class 2020;500 AT (421 л.с.) 4Matic;200 394 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835689.html;Бензин
Mercedes-Benz G-Class 2020;500 AT (421 л.с.) 4Matic;200 393 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835690.html;Бензин
Mercedes-Benz G-Class 2019;700 Brabus G-Ttonic (700 л.с.) 4Matic;357 459 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1801845.html;Бензин
Mercedes-Benz G-Class 2020;400d AT (340 л.с.) 4Matic;200 390 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835753.html;Дизтопливо
Mercedes-Benz Sprinter пасс. 2019;Individual 2.2 CDi 7G-Tronic Plus (114 л.с.) 2WD;59 988 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-pass-1800711.html;Дизтопливо
Mercedes-Benz G-Class 2020;500 AT (421 л.с.) 4Matic;194 977 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835692.html;Бензин
Mercedes-Benz GLE-Class 2019;450 AT (367 л.с.) 4Matic;87 997 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835938.html;Бензин
Mercedes-Benz GLE-Class 2020;Coupe AMG 63 9G-TCT (571 л.с.) 4Matic;170 000 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836271.html;Бензин/Электричество
Mercedes-Benz G-Class 2020;500 AT (422 л.с.) 4Matic;194 977 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1833499.html;Бензин
Mercedes-Benz V-Class 2019;Individual V 220d AT (163 л.с.) Long 4Matic;72 603 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1832655.html;Дизтопливо
Mercedes-Benz G-Class 2020;400d AT (340 л.с.) 4Matic;197 000 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1836214.html;Дизтопливо
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;276 217 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835687.html;Бензин
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;252 387 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835671.html;Бензин
Mercedes-Benz V-Class 2020;AMG Style 300d AT (240 л.с.) 4Matic;127 818 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1836467.html;Дизтопливо
Mercedes-Benz G-Class 2019;AMG 63 G-Ttonic (575 л.с.) 4Matic;258 887 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835878.html;Бензин
Mercedes-Benz GLE-Class 2019;450 AT (367 л.с.) 4Matic;90 459 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1822114.html;Бензин
Mercedes-Benz Vito груз. 2020;Individual 109 CDI MT (88 л.с.) Long;29 030 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-vito-gruz-1832870.html;Дизтопливо
Mercedes-Benz V-Class 2020;Individual 300d AT (240 л.с.) 4Matic;96 406 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1832725.html;Дизтопливо
Mercedes-Benz GLB-Class 2019;Individual 200d AT (150 л.с.) 4Matic;51 019 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1837664.html;Дизтопливо
Mercedes-Benz G-Class 2020;AMG 63 G-Ttonic (575 л.с.) 4Matic;255 555 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1831738.html;Бензин
Mercedes-Benz GLE-Class 2020;Coupe 400d AT (330 л.с.) 4Matic;83 406 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1832873.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;Individual 300d AT (245 л.с.) 4Matic;73 066 $;Ужгород;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1801542.html;Дизтопливо
Mercedes-Benz V-Class 2020;Individual V 220d AT (163 л.с.) Long;74 854 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1800822.html;Дизтопливо
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;254 553 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835119.html;Бензин
Mercedes-Benz B-Class 2019;200 AT (163 л.с.);37 546 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1835969.html;Бензин
Mercedes-Benz C-Class 2019;Individual Mercedes-AMG C63 AT (476 л.с.);75 716 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1834746.html;Бензин
Mercedes-Benz C-Class 2019;base Mercedes-AMG C63 AT (476 л.с.);75 716 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1828676.html;Бензин
Mercedes-Benz GLB-Class 2020;250 AT (224 л.с.) 4Matic;57 409 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1836089.html;Бензин
Mercedes-Benz CL-Class 2013;Individual CL 500 AT (435 л.с.) 4Matic;52 000 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-cl-class-1831666.html;Бензин
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;259 969 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835702.html;Бензин
Mercedes-Benz GLS-Class 2020;base 350d AT (286 л.с.) 4Matic;88 822 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1835229.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;Coupe AMG 63S 9G-TCT (612 л.с.) 4Matic;184 146 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836500.html;Бензин/Электричество
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;69 217 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836044.html;Дизтопливо
Mercedes-Benz GLS-Class 2020;Individual 400d AT (330 л.с.) 4Matic;129 984 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1831900.html;Дизтопливо
Mercedes-Benz G-Class 2020;Edition 1 Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;255 555 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1830688.html;Бензин
Mercedes-Benz C-Class 2019;Individual Mercedes-AMG C63 AT (476 л.с.);75 716 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1834755.html;Бензин
Mercedes-Benz GLE-Class 2019;Individual 400d AT (330 л.с.) 4Matic;90 968 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836969.html;Дизтопливо
Mercedes-Benz V-Class 2020;Individual V 220d АТ (163 л.с.);72 066 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1832437.html;Дизтопливо
Mercedes-Benz GLS-Class 2020;base 350d AT (286 л.с.) 4Matic;89 905 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1833664.html;Дизтопливо
Mercedes-Benz G-Class 2019;400d AT (340 л.с.) 4Matic;211 225 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1819470.html;Дизтопливо
Mercedes-Benz GLS-Class 2020;base 400d AT (330 л.с.) 4Matic;124 568 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1835186.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;Coupe 400d AT (330 л.с.) 4Matic;106 153 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836543.html;Дизтопливо
Mercedes-Benz SLC-Class 2019;Mercedes-AMG SLC 43 AT (367 л.с.);48 636 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-slc-class-1836083.html;Бензин
Mercedes-Benz E-Class 2019;New E 200 (184 л.с.) 4Matic;56 563 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1836248.html;Бензин
Mercedes-Benz GLC-Class 2020;base 220d AT (194 л.с.) 4Matic;75 824 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1835561.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;350d AT (272 л.с.) 4Matic;84 999 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835362.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;Mercedes-AMG 63 9G-TCT (571л.с.) 4Matic;162 480 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836724.html;Бензин/Электричество
