Марка;Описание;Цена;Город;Ссылка;Тип топлива
Mercedes-Benz GLE-Class 2019;Individual 300d AT (245 л.с.) 4Matic;66 240 $;Черкассы;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1821091.html;Дизтопливо
Mercedes-Benz V-Class 2020;AMG Style 300d AT (240 л.с.) 4Matic;102 900 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1788926.html;Дизтопливо
Mercedes-Benz GLC-Class 2019;base 220d AT (194 л.с.) 4Matic;64 712 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1800639.html;Дизтопливо
Mercedes-Benz G-Class 2020;500 AT (421 л.с.) 4Matic;194 970 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1833497.html;Бензин
Mercedes-Benz C-Class 2020;base Mercedes-AMG C63s AT (510 л.с.);119 148 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1835786.html;Бензин
Mercedes-Benz GLE-Class 2020;300d AT (245 л.с.) 4Matic;79 999 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1833709.html;Дизтопливо
Mercedes-Benz AMG GT 2020;Mercedes-AMG GT4 43 AT (367 л.с.) 4Matic+;162 474 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-amg-gt-1835832.html;Бензин
Mercedes-Benz S-Class 2020;S 560 G-Tronic (469 л.с.) 4Matic;194 970 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1835460.html;Бензин
Mercedes-Benz GLE-Class 2020;Coupe 350d AT (272 л.с.) 4Matic;110 483 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836926.html;Дизтопливо
Mercedes-Benz Maybach 2020;S 560 AT (469 л.с.) 4Matic;259 960 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-maybach-1835155.html;Бензин
Mercedes-Benz V-Class 2020;V 250d AT (190 л.с.) Extra Long;102 900 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1835846.html;Дизтопливо
Mercedes-Benz GLC-Class 2020;base 300 AT (258 л.с.) 4Matic;70 405 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1835582.html;Бензин
Mercedes-Benz GLE-Class 2019;Individual 300d AT (245 л.с.) 4Matic;63 553 $;Черкассы;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1819806.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;300d AT (245 л.с.) 4Matic;79 999 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835303.html;Дизтопливо
Mercedes-Benz GLC-Class 2020;Mercedes-AMG 43 AT (390 л.с.) 4Matic;102 900 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1835580.html;Бензин
Mercedes-Benz S-Class 2020;AMG S 63 AT (612 л.с.) 4Matic+;232 881 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1835558.html;Бензин
Mercedes-Benz S-Class 2020;AMG S 63 AT (612 л.с.) 4Matic+;357 446 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1838640.html;Бензин
Mercedes-Benz GLC-Class 2020;Mercedes-AMG 43 AT (390 л.с.) 4Matic;102 900 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1835586.html;Бензин
Mercedes-Benz AMG GT 2020;base Mercedes-AMG GT4 63 AT (585 л.с.) 4Matic+;189 554 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-amg-gt-1835827.html;Бензин
Mercedes-Benz GLE-Class 2020;300d AT (245 л.с.) 4Matic;79 999 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835321.html;Дизтопливо
Mercedes-Benz S-Class 2020;S 560 G-Tronic (469 л.с.);211 217 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1835521.html;Бензин
Mercedes-Benz G-Class 2020;350d AT (286 л.с.) 4Matic;162 474 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835783.html;Дизтопливо
Mercedes-Benz S-Class 2020;S 560 G-Tronic (469 л.с.) 4Matic;205 801 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1835459.html;Бензин
Mercedes-Benz EQC 2020;base 400 AT (408 л.с.) 80 kWh 4Matic;108 316 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-eqc-1835437.html;Электричество
Mercedes-Benz Maybach 2020;S 650 AT (630 л.с.);292 455 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-maybach-1835146.html;Бензин
Mercedes-Benz GLE-Class 2020;300d AT (245 л.с.) 4Matic;79 999 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835310.html;Дизтопливо
Mercedes-Benz V-Class 2020;AMG Style 300d AT (240 л.с.) 4Matic;102 901 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1836275.html;Дизтопливо
Mercedes-Benz AMG GT 2020;base Mercedes-AMG GT R AT (585 л.с.);238 296 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-amg-gt-1835803.html;Бензин
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;62 989 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836727.html;Дизтопливо
Mercedes-Benz G-Class 2020;AMG 63 G-Ttonic (575 л.с.) 4Matic;254 544 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1819639.html;Бензин
Mercedes-Benz GLS-Class 2020;base 400d AT (330 л.с.) 4Matic;116 981 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1835268.html;Дизтопливо
Mercedes-Benz GLC-Class 2020;base Mercedes-AMG 63 AT (476 л.с.) 4Matic+;122 397 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1836263.html;Бензин
Mercedes-Benz GLS-Class 2020;base 400d AT (330 л.с.) 4Matic;129 979 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1833116.html;Дизтопливо
Mercedes-Benz GLC-Class 2020;base Mercedes-AMG 63 AT (476 л.с.) 4Matic+;113 732 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1835585.html;Бензин
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;259 960 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1836189.html;Бензин
Mercedes-Benz V-Class 2020;AMG Style 300d AT (240 л.с.) 4Matic;100 734 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1835847.html;Дизтопливо
Mercedes-Benz Maybach 2020;S 560 AT (469 л.с.) 4Matic;254 544 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-maybach-1833689.html;Бензин
Mercedes-Benz G-Class 2020;500 AT (421 л.с.) 4Matic;200 385 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835693.html;Бензин
Mercedes-Benz G-Class 2020;350d AT (286 л.с.) 4Matic;178 722 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835990.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;450 AT (367 л.с.) 4Matic;79 235 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835694.html;Бензин
Mercedes-Benz GLE-Class 2019;Individual 300d AT (245 л.с.) 4Matic;65 133 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1796270.html;Дизтопливо
Mercedes-Benz GLS-Class 2020;base 400d AT (330 л.с.) 4Matic;115 358 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1836040.html;Дизтопливо
Mercedes-Benz Maybach 2020;S 560 AT (469 л.с.) 4Matic;509 089 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-maybach-1835142.html;Бензин
Mercedes-Benz G-Class 2020;Brabus G800 G-Ttonic (800 л.с.) 4Matic;368 277 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835659.html;Бензин
Mercedes-Benz S-Class 2020;AMG S 63 AT (612 л.с.) 4Matic+;368 277 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1836716.html;Бензин
Mercedes-Benz E-Class 2019;New E 220d (194 л.с.) 4Matic;56 325 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1836839.html;Дизтопливо
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;236 130 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1834286.html;Бензин
Mercedes-Benz C-Class 2019;base Mercedes-AMG C63 AT (476 л.с.);75 714 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1832346.html;Бензин
Mercedes-Benz S-Class 2020;Mercedes-AMG S65 G-Tronic (629 л.с.) Long;368 277 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1838448.html;Бензин
Mercedes-Benz V-Class 2020;AMG Style 300d AT (240 л.с.) 4Matic;129 979 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1836465.html;Дизтопливо
Mercedes-Benz G-Class 2020;400d AT (340 л.с.) 4Matic;194 970 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835762.html;Дизтопливо
Mercedes-Benz V-Class 2020;AMG Style 300d AT (240 л.с.) 4Matic;121 318 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1788929.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;400d AT (330 л.с.) 4Matic;103 983 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835366.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;350d AT (272 л.с.) 4Matic;78 052 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836326.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;67 936 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836043.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;73 632 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1772758.html;Дизтопливо
Mercedes-Benz S-Class 2020;S 560 G-Tronic (469 л.с.) 4Matic;205 801 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1835442.html;Бензин
Mercedes-Benz EQC 2020;base 400 AT (408 л.с.) 80 kWh 4Matic;102 901 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-eqc-1819891.html;Электричество
Mercedes-Benz G-Class 2020;700 Brabus G-Ttonic (700 л.с.) 4Matic;406 188 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1833728.html;Бензин
Mercedes-Benz GLS-Class 2020;base 580 AT (489 л.с.) 4Matic;151 643 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1838414.html;Бензин
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;276 207 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835138.html;Бензин
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;259 960 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1836188.html;Бензин
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;68 676 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1814308.html;Дизтопливо
Mercedes-Benz S-Class 2020;Mercedes-AMG S 63 AT (612 л.с.) 4Matic Long;227 465 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1835450.html;Бензин
Mercedes-Benz GLS-Class 2020;base 400d AT (330 л.с.) 4Matic;124 564 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1832946.html;Дизтопливо
Mercedes-Benz Sprinter груз. 2019;base 2.2 CDi 7G-Tronic Plus (163 л.с.) 2WD;40 326 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1824988.html;Дизтопливо
Mercedes-Benz Arocs 2018;2042 АS AT (421 л.с.) 4х4;92 576 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-arocs-1833970.html;Дизтопливо
Mercedes-Benz Sprinter груз. 2020;314 2.2 CDi 9G-Tronic (143 л.с.) 2WD;45 400 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1832695.html;Дизтопливо
Mercedes-Benz Actros 2019;Individual 1844 LS Megaspace AT (435 л.с.) 4X2;85 094 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1838561.html;Дизтопливо
Mercedes-Benz Sprinter груз. 2020;Individual Long 311 2.2 CDi MT 2WD 4325mm;34 878 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1832663.html;Дизтопливо
Mercedes-Benz Actros 2019;L 1841 LS AT (408 л.с.) 4X2;81 054 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1832711.html;Дизтопливо
Mercedes-Benz Actros 2019;Individual 1845 LS BigSpace AT (449 л.с.) 4X2;121 239 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1835728.html;Дизтопливо
Mercedes-Benz Actros 2018;Individual 1845 LS BigSpace AT (449 л.с.) 4X2;94 012 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1838570.html;Дизтопливо
Mercedes-Benz Sprinter груз. 2020;base 314 2.2 CDi MT 2WD;54 267 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1838617.html;Дизтопливо
Mercedes-Benz Actros 2020;Individual 1845 LS BigSpace AT (449 л.с.) 4X2;113 798 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1836268.html;Дизтопливо
Mercedes-Benz Sprinter пасс. 2020;Individual 2.2 CDi MT (163 л.с.) 2WD;106 151 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-pass-1838556.html;Дизтопливо
Mercedes-Benz B-Class 2019;220d AT (190 л.с.);41 517 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1611663.html;Дизтопливо
Mercedes-Benz S-Class 2019;S 560 AT (469 л.с.);108 362 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1761037.html;Бензин
Mercedes-Benz C-Class 2019;base Mercedes-AMG C63 AT (476 л.с.);65 125 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1803965.html;Бензин
Mercedes-Benz C-Class 2019;base Mercedes-AMG C63s AT (510 л.с.);72 174 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1803966.html;Бензин
Mercedes-Benz C-Class 2019;base Mercedes-AMG C43 AT (390 л.с.) 4Matic;68 748 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1803981.html;Бензин
Mercedes-Benz S-Class 2019;S 350d AT (286 л.с.) Long;88 383 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1760831.html;Дизтопливо
Mercedes-Benz C-Class 2019;base 220d G-Tronic (194 л.с.) 4Matic;41 289 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1661876.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;Coupe 350d AT (272 л.с.) 4Matic;72 652 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1831162.html;Дизтопливо
Mercedes-Benz S-Class 2019;S 350d AT (286 л.с.) 4Matc Long;91 884 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1760832.html;Дизтопливо
Mercedes-Benz C-Class 2019;base Mercedes-AMG C43 AT (390 л.с.) 4Matic;69 035 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1785527.html;Бензин
Mercedes-Benz G-Class 2019;STT 400d AT (340 л.с.) 4Matic;127 987 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1800866.html;Дизтопливо
Mercedes-Benz V-Class 2019;VKL V 250d AT (190 л.с.) Long;53 573 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1789279.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;GLE Coupe 43 AMG AT (390 л.с.) 4Matic;72 114 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1803993.html;Бензин
Mercedes-Benz E-Class 2019;200d AT (160 л.с.);42 980 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1648456.html;Дизтопливо
Mercedes-Benz E-Class 2019;New E 450 G-tronic (367 л.с.) 4Matic;70 163 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1808705.html;Бензин
Mercedes-Benz E-Class 2019;New E 350d G-Tronic (286 л.с.);62 909 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1809339.html;Дизтопливо
Mercedes-Benz G-Class 2019;STT 400d AT (340 л.с.) 4Matic;127 987 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1801802.html;Дизтопливо
Mercedes-Benz B-Class 2019;220 AT (190 л.с.) 4Matic;39 724 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1669759.html;Бензин
Mercedes-Benz GLC-Class 2019;base Mercedes-AMG 63 AT (476 л.с.) 4Matic+;81 333 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1761008.html;Бензин
Mercedes-Benz V-Class 2019;AVG V 250d AT (190 л.с.) Long;61 102 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1789281.html;Дизтопливо
Mercedes-Benz EQC 2020;base 400 AT (408 л.с.) 80 kWh 4Matic;108 316 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-eqc-1833676.html;Электричество
Mercedes-Benz C-Class 2019;base Mercedes-AMG C 63S AT (510 л.с.);76 696 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1785532.html;Бензин
Mercedes-Benz E-Class 2019;New E 400d AT (340 л.с.) 4Matic;70 157 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1809340.html;Дизтопливо
Mercedes-Benz CLA-Class 2019;base 250 AT (224 л.с.) 4Matic;43 336 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1549700.html;Бензин
Mercedes-Benz GLC-Class 2019;base 200 AT (197 л.с.) 4Matic;52 132 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1830585.html;Бензин
Mercedes-Benz G-Class 2020;350d AT (286 л.с.) 4Matic;189 555 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835988.html;Дизтопливо
Mercedes-Benz CLA-Class 2019;base 220d АТ (190 л.с.);42 144 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1611046.html;Дизтопливо
Mercedes-Benz S-Class 2019;S 560 AT (469 л.с.) 4Matic Long;114 188 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1785553.html;Бензин
Mercedes-Benz E-Class 2019;New E 350 АТ (299 л.с.);61 798 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1761003.html;Бензин
Mercedes-Benz S-Class 2019;S 500 G-Tronic (435 л.с.) Long;103 502 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1808709.html;Бензин
Mercedes-Benz GLC-Class 2019;base 200 AT (197 л.с.);49 988 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1826353.html;Бензин
Mercedes-Benz S-Class 2019;S 450 AT (367 л.с.);92 733 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1811387.html;Бензин
Mercedes-Benz GLE-Class 2019;580 AT (489 л.с.) 4Matic;82 475 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1826344.html;Бензин
Mercedes-Benz E-Class 2019;New E 350d G-Tronic (286 л.с.);62 909 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1808699.html;Дизтопливо
Mercedes-Benz C-Class 2019;base 300d G-Tronic (245 л.с.);53 976 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1787025.html;Дизтопливо
Mercedes-Benz C-Class 2019;base 300 G-Tronic (258 л.с.) 4Matic;43 021 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1822370.html;Бензин
Mercedes-Benz C-Class 2019;base C 200 АТ (184 л.с.);42 929 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1694284.html;Бензин
Mercedes-Benz GLC-Class 2019;base 200d AT (163 л.с.) 4Matic;53 718 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1826350.html;Дизтопливо
Mercedes-Benz S-Class 2019;S 450 G-Tronic (367 л.с.) 4Matic;116 057 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1549960.html;Бензин
Mercedes-Benz GLE-Class 2019;Coupe 350d AT (272 л.с.) 4Matic;72 652 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1670068.html;Дизтопливо
Mercedes-Benz A-Class 2019;base Mercedes-AMG A35 AT (306 л.с.) 4Matic;53 155 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1809333.html;Бензин
Mercedes-Benz B-Class 2019;200d AT (150 л.с.) 4Matic;39 396 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1830546.html;Дизтопливо
Mercedes-Benz S-Class 2019;S 400d AT (340 л.с.) 4Matic;93 701 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1761029.html;Дизтопливо
Mercedes-Benz A-Class 2019;base 220 AT (190 л.с.);38 511 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1787005.html;Бензин
Mercedes-Benz S-Class 2019;S 450 AT (367 л.с.) 4Matic Long;99 125 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1693542.html;Бензин
Mercedes-Benz S-Class 2019;AMG S 63 MCT (612 л.с.) 4Matic+;212 737 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1670127.html;Бензин
Mercedes-Benz C-Class 2019;base Mercedes-AMG C63 AT (476 л.с.);68 528 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1787016.html;Бензин
Mercedes-Benz C-Class 2019;base 180 G-Tronic (156 л.с.);34 580 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1661879.html;Бензин
Mercedes-Benz GLC-Class 2019;base Mercedes-AMG 63 AT (476 л.с.) 4Matic+;79 186 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1803996.html;Бензин
Mercedes-Benz SL-Class 2019;Mercedes-AMG SL 63 AT (585 л.с.);205 002 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-sl-class-1804003.html;Бензин
Mercedes-Benz A-Class 2019;base Mercedes-AMG A35 AT (306 л.с.) 4Matic;49 776 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1803969.html;Бензин
Mercedes-Benz CLA-Class 2019;Mercedes-AMG CLA 45 AT (381 л.с.) 4MATIC;58 449 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1803987.html;Бензин
Mercedes-Benz S-Class 2019;AMG S 63 MCT (612 л.с.) 4Matic+;215 801 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1804001.html;Бензин
Mercedes-Benz G-Class 2019;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;175 797 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1803991.html;Бензин
Mercedes-Benz S-Class 2019;S 350d AT (286 л.с.) 4Matc Long;91 884 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1693539.html;Дизтопливо
Mercedes-Benz GLA-Class 2019;GLA 250 AT (211 л.с.);33 140 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1549709.html;Бензин
Mercedes-Benz C-Class 2019;base 160 G-Tronic (129 л.с.);31 261 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1694286.html;Бензин
Mercedes-Benz S-Class 2019;S 400d AT (340 л.с.) Long;92 760 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1761028.html;Дизтопливо
Mercedes-Benz E-Class 2019;200d AT (160 л.с.);42 980 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1830564.html;Дизтопливо
Mercedes-Benz E-Class 2019;New E 300 АТ (245 л.с.);61 621 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1808703.html;Бензин
Mercedes-Benz GLB-Class 2020;220d AT (190 л.с.) 4Matic;43 029 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1834645.html;Дизтопливо
Mercedes-Benz E-Class 2019;New E 400d AT (340 л.с.) 4Matic;61 058 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1670036.html;Дизтопливо
Mercedes-Benz GLC-Class 2019;base 200 AT (197 л.с.);43 372 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1611136.html;Бензин
Mercedes-Benz CLA-Class 2019;45s AMG AT (421 л.с.) 4Matic+;65 930 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1826333.html;Бензин
Mercedes-Benz GLC-Class 2019;Mercedes-AMG 43 AT (390 л.с.) 4Matic;70 632 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1830588.html;Бензин
Mercedes-Benz GLC-Class 2019;base 300 AT (258 л.с.) 4Matic;59 576 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1830586.html;Бензин
Mercedes-Benz CLA-Class 2019;base 35 AMG AT (306 л.с.) 4Matic;52 231 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1830559.html;Бензин
Mercedes-Benz C-Class 2019;base 200d MТ (160 л.с.);34 966 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1669880.html;Дизтопливо
Mercedes-Benz GLC-Class 2019;base Mercedes-AMG 63S AT (510 л.с.) 4Matic+;97 798 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1830590.html;Бензин
Mercedes-Benz CLA-Class 2019;base 200d АТ (150 л.с.) 4Matic;41 689 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1830557.html;Дизтопливо
Mercedes-Benz E-Class 2019;New E 400d AT (340 л.с.) 4Matic;66 400 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1761004.html;Дизтопливо
Mercedes-Benz S-Class 2019;S 450 AT (367 л.с.);92 733 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1670107.html;Бензин
Mercedes-Benz C-Class 2019;base 200d MT (160 л.с.);35 387 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1669794.html;Дизтопливо
Mercedes-Benz GLB-Class 2020;200d AT (150 л.с.);38 174 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1834642.html;Дизтопливо
Mercedes-Benz A-Class 2019;220 AT (190 л.с.) 4Matic;41 232 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1787008.html;Бензин
